iter	RMSE
472	2.558533102
473	2.557693145
474	2.557058174
475	2.556309912
476	2.555683538
477	2.554930959
478	2.554296117
479	2.553172763
480	2.552315966
481	2.551825066
482	2.55128668
483	2.550710294
484	2.549996239
485	2.549550951
486	2.548903873
487	2.548017804
488	2.547726944
489	2.54662184
490	2.545836234
491	2.54522241
492	2.544640391
493	2.543760963
494	2.54317864
495	2.542566243
496	2.542062982
497	2.541693135
498	2.541122403
499	2.540390115
500	2.539810253
501	2.539405027
502	2.538564298
503	2.538090195
504	2.537580121
505	2.537018431
506	2.536448069
507	2.535438886
508	2.534885828
509	2.534411502
510	2.533817789
511	2.533226244
512	2.532705898
513	2.532056875
514	2.531089772
515	2.530208758
516	2.529320828
517	2.528775184
518	2.528276334
519	2.527591755
520	2.527206861
521	2.526622666
522	2.525986632
523	2.52523406
524	2.524606566
525	2.524074027
526	2.523523184
527	2.523025342
528	2.522294804
529	2.521626041
530	2.520722508
531	2.520359055
532	2.519924116
533	2.51925707
534	2.518292436
535	2.517457732
536	2.51643331
537	2.515578302
538	2.51490433
539	2.514123888
540	2.513555761
541	2.512794491
542	2.512320782
543	2.511784289
544	2.511175618
545	2.510535686
546	2.509882418
547	2.508905953
548	2.508383108
549	2.507528222
550	2.506695428
551	2.505779877
552	2.505208622
553	2.504816013
554	2.504466822
555	2.503794339
556	2.503062762
557	2.502876089
558	2.501936562
559	2.501271958
560	2.500547307
561	2.499596186
562	2.499001287
563	2.498057816
564	2.497359292
565	2.496777667
566	2.495968762
567	2.495561164
568	2.494747301
569	2.493993928
570	2.493212702
571	2.492776415
572	2.492269574
573	2.491706462
574	2.491370498
575	2.4908264
576	2.489443972
577	2.488907675
578	2.488298454
579	2.48784062
580	2.487294009
581	2.486539779
582	2.485902402
583	2.485471
584	2.484825459
585	2.484153024
586	2.483486612
587	2.482827547
588	2.482061005
589	2.481410356
590	2.480723934
591	2.480199222
592	2.479633665
593	2.479121332
594	2.478529917
595	2.478049445
596	2.477216883
597	2.47663695
598	2.476192411
599	2.475636905
600	2.474805462
601	2.474210595
602	2.473550687
603	2.472707543
604	2.472153378
605	2.471622251
606	2.471227438
607	2.470642608
608	2.470182337
609	2.469565422
610	2.469141763
611	2.468285267
612	2.467899409
613	2.467304389
614	2.46676326
615	2.465990821
616	2.465507635
617	2.465136972
618	2.464193934
619	2.463689881
620	2.462946458
621	2.462423418
622	2.461692441
623	2.46118731
624	2.460682396
625	2.46019153
626	2.459505842
627	2.45927827
628	2.458743534
629	2.458352123
630	2.457492694
631	2.456584606
632	2.456120046
633	2.455451972
634	2.454672002
635	2.454008448
636	2.453438226
637	2.45313411
638	2.452649177
639	2.451932927
640	2.451816666
641	2.451003663
642	2.450461776
643	2.449844739
644	2.449627181
645	2.449056316
646	2.448554748
647	2.448304026
648	2.447788171
649	2.447122518
650	2.44629474
651	2.445781849
652	2.445348317
653	2.444396961
654	2.443905506
655	2.443338736
656	2.442406323
657	2.442045855
658	2.441647032
659	2.441065589
660	2.44042035
661	2.439536534
662	2.439034263
663	2.438511885
664	2.438056177
665	2.437391976
666	2.436731707
667	2.436643435
668	2.436115501
669	2.435552158
670	2.434664492
671	2.433787643
672	2.433279459
673	2.432499057
674	2.431469104
675	2.431043637
676	2.430729255
677	2.430218595
678	2.429409092
679	2.429033368
680	2.428437959
681	2.427724114
682	2.427154087
683	2.426805833
684	2.426160783
685	2.42554683
686	2.424909579
687	2.424408344
688	2.423795041
689	2.423125548
690	2.422821101
691	2.421743284
692	2.421005755
693	2.420361123
694	2.420013211
695	2.419538517
696	2.418981753
697	2.418644627
698	2.418052879
699	2.417311066
700	2.41668594
701	2.416140383
702	2.415698205
703	2.414983461
704	2.414461916
705	2.414002943
706	2.413598905
707	2.413080496
708	2.412428587
709	2.411800977
710	2.410864194
711	2.410476642
712	2.409958935
713	2.409321756
714	2.408865954
715	2.408513426
716	2.408086286
717	2.407653361
718	2.407141331
719	2.406701046
720	2.406251102
721	2.40588556
722	2.405017847
723	2.40466291
724	2.404236904
725	2.403493042
726	2.402708379
727	2.402062662
728	2.401566613
729	2.400879026
730	2.400251761
731	2.399876128
732	2.399251098
733	2.398762515
734	2.398329499
735	2.397709055
736	2.397280201
737	2.396641226
738	2.396031588
739	2.39555453
740	2.395165897
741	2.394727812
742	2.394123327
743	2.393682432
744	2.393173798
745	2.392533071
746	2.392253838
747	2.391726807
748	2.391492223
749	2.39107018
750	2.390653034
751	2.390485835
752	2.38993726
753	2.389512813
754	2.389234003
755	2.388641668
756	2.387821239
757	2.387175538
758	2.386690228
759	2.386190146
760	2.385699764
761	2.38505979
762	2.384595431
763	2.384032346
764	2.383759439
765	2.382676454
766	2.382107256
767	2.381533791
768	2.381141941
769	2.380515844
770	2.380001116
771	2.379633996
772	2.379232573
773	2.37863196
774	2.378464418
775	2.378016767
776	2.377464086
777	2.377328831
778	2.376831307
779	2.37606704
780	2.375501868
781	2.375117099
782	2.374768207
783	2.374302101
784	2.373779402
785	2.373132699
786	2.372509571
787	2.371953411
788	2.371466603
789	2.370596803
790	2.370066889
791	2.369478215
792	2.368685661
793	2.368316288
794	2.367812603
795	2.367263426
796	2.366673732
797	2.366176913
798	2.366101149
799	2.365907458
800	2.365323297
801	2.365087258
802	2.364690763
803	2.364265152
804	2.363832818
805	2.36363252
806	2.363232487
807	2.362603871
808	2.362445648
809	2.361859508
810	2.361520293
811	2.361020676
812	2.360672959
813	2.360089484
814	2.359836582
815	2.359640401
816	2.359271189
817	2.358930067
818	2.358113655
819	2.357659068
820	2.3570723
821	2.356700877
822	2.356438851
823	2.355694199
824	2.355453845
825	2.355233169
826	2.354854319
827	2.354344009
828	2.354096186
829	2.353591106
830	2.352898085
831	2.352248042
832	2.351473879
833	2.350754716
834	2.350164474
835	2.349634452
836	2.349246036
837	2.348929803
838	2.348409555
839	2.347883927
840	2.34717169
841	2.346565024
842	2.346458395
843	2.346021803
844	2.345385411
845	2.344999154
846	2.344295932
847	2.343715037
848	2.343264514
849	2.342670663
850	2.34249673
851	2.342181065
852	2.341763416
853	2.341288883
854	2.340998123
855	2.340538881
856	2.340243685
857	2.33988239
858	2.339553449
859	2.339385305
860	2.33881101
861	2.338195488
862	2.337419533
863	2.337007146
864	2.336765069
865	2.336151439
866	2.335488502
867	2.334822509
868	2.334281395
869	2.333775092
870	2.33286941
871	2.332240473
872	2.33169234
873	2.331381794
874	2.330992717
875	2.330576013
876	2.329604815
877	2.32925626
878	2.32879861
879	2.32820989
880	2.327549673
881	2.32707264
882	2.326462409
883	2.325885307
884	2.325620718
885	2.325046535
886	2.324391215
887	2.323985318
888	2.323523875
889	2.322848878
890	2.322326523
891	2.32203349
892	2.321727616
893	2.32117165
894	2.320736075
895	2.320413771
896	2.320060432
897	2.31959449
898	2.319023389
899	2.318293486
900	2.317958712
901	2.317498407
902	2.317068325
903	2.316501338
904	2.315792679
905	2.315253609
906	2.314820099
907	2.313921617
908	2.312958919
909	2.312677334
910	2.311997814
911	2.311510743
912	2.31090438
913	2.310228835
914	2.309667161
915	2.30923669
916	2.3088923
917	2.30844703
918	2.307927563
919	2.307477381
920	2.306964722
921	2.306679177
922	2.30602513
923	2.3057345
924	2.305414219
925	2.305052473
926	2.304709389
927	2.303986179
928	2.303539431
929	2.302945008
930	2.302586629
931	2.302159894
932	2.301869674
933	2.30130829
934	2.300701151
935	2.300272638
936	2.299648025
937	2.299343899
938	2.299263233
939	2.298900691
940	2.298212807
941	2.297738731
942	2.297502303
943	2.297106263
944	2.296522666
945	2.295813319
946	2.294690991
947	2.294398808
948	2.294208879
949	2.293702294
950	2.293221511
951	2.292954062
952	2.292573272
953	2.292357457
954	2.292027644
955	2.291498984
956	2.291053102
957	2.290703005
958	2.290346366
959	2.289590946
960	2.288952709
961	2.288364577
962	2.287978915
963	2.287538118
964	2.286427573
965	2.285863257
966	2.285534559
967	2.285255366
968	2.284696436
969	2.28451777
970	2.283945016
971	2.28357247
972	2.283042356
973	2.282706257
974	2.282335542
975	2.282050132
976	2.281550119
977	2.280920447
978	2.280679464
979	2.280337221
980	2.279726841
981	2.279413826
982	2.279049669
983	2.278279474
984	2.277665789
985	2.277371685
986	2.276935609
987	2.276767791
988	2.276319458
989	2.275614442
990	2.275497968
991	2.274890236
992	2.274378064
993	2.274069528
994	2.273864798
995	2.273384945
996	2.272703221
997	2.272434204
998	2.271721077
999	2.271451532
1000	2.27106651
1001	2.270757556
1002	2.270339681
1003	2.270032289
1004	2.269422742
1005	2.26916043
1006	2.268702302
1007	2.268417829
1008	2.267668717
1009	2.267361153
1010	2.266974761
1011	2.266572728
1012	2.265899041
1013	2.265523514
1014	2.264905713
1015	2.264575238
1016	2.264052936
1017	2.263637986
1018	2.263169611
1019	2.262957721
1020	2.262496742
1021	2.261825615
1022	2.261481337
1023	2.261070379
1024	2.260420004
1025	2.259935327
1026	2.259428801
1027	2.258997191
1028	2.258449552
1029	2.258223504
1030	2.257650625
1031	2.257376655
1032	2.256911034
1033	2.2561562
1034	2.255506027
1035	2.255127274
1036	2.254682073
1037	2.253956178
1038	2.253761913
1039	2.253600484
1040	2.253204506
1041	2.252597341
1042	2.251968209
1043	2.251692719
1044	2.251445368
1045	2.250929057
1046	2.25075028
1047	2.250223649
1048	2.24950269
1049	2.249095385
1050	2.248606897
1051	2.248105342
1052	2.247651975
1053	2.247060153
1054	2.246561263
1055	2.245895445
1056	2.245413299
1057	2.245293138
1058	2.24455532
1059	2.243950315
1060	2.243316791
1061	2.242994421
1062	2.242767359
1063	2.242350288
1064	2.241867745
1065	2.241224993
1066	2.240818867
1067	2.240286761
1068	2.239763626
1069	2.239217189
1070	2.238927044
1071	2.238569665
1072	2.238378748
1073	2.238017866
1074	2.237600573
1075	2.236825378
1076	2.236360619
1077	2.235853446
1078	2.23543242
1079	2.234911998
1080	2.234533214
1081	2.23423969
1082	2.23346538
1083	2.233080929
1084	2.232446422
1085	2.231982483
1086	2.231385298
1087	2.230636831
1088	2.230416976
1089	2.230147551
1090	2.229623246
1091	2.229314877
1092	2.228749144
1093	2.228292207
1094	2.227801534
1095	2.227366911
1096	2.226665652
1097	2.226030776
1098	2.225196613
1099	2.224577791
1100	2.224104192
1101	2.223743453
1102	2.223582545
1103	2.223098467
1104	2.222363248
1105	2.22187631
1106	2.220827737
1107	2.220474678
1108	2.220036309
1109	2.219671465
1110	2.219077388
1111	2.218589906
1112	2.217708909
1113	2.21702501
1114	2.216455974
1115	2.215992793
1116	2.215574082
1117	2.215144579
1118	2.214512009
1119	2.213978985
1120	2.213241848
1121	2.212966227
1122	2.212597233
1123	2.212376773
1124	2.211739397
1125	2.211287258
1126	2.211089411
1127	2.210451015
1128	2.209888904
1129	2.209544815
1130	2.208779309
1131	2.208153766
1132	2.207497673
1133	2.206958773
1134	2.2064079
1135	2.206227916
1136	2.20580418
1137	2.205465089
1138	2.204890411
1139	2.204587257
1140	2.203821357
1141	2.203533269
1142	2.202959514
1143	2.20242745
1144	2.202177811
1145	2.201795868
1146	2.201406587
1147	2.201155445
1148	2.200979343
1149	2.200559653
1150	2.200212597
1151	2.199605866
1152	2.199053244
1153	2.198397438
1154	2.197582598
1155	2.197144664
1156	2.196478544
1157	2.196315309
1158	2.195917092
1159	2.195405867
1160	2.194922716
1161	2.194825663
1162	2.19429222
1163	2.19340629
1164	2.192611917
1165	2.192273943
1166	2.191586529
1167	2.191150014
1168	2.190508609
1169	2.189988829
1170	2.18928042
1171	2.188858457
1172	2.188345716
1173	2.188080873
1174	2.187421463
1175	2.186879838
1176	2.186354098
1177	2.185904698
1178	2.185230384
1179	2.184461736
1180	2.184092195
1181	2.183524264
1182	2.183281705
1183	2.182665971
1184	2.182128783
1185	2.181876346
1186	2.181341207
1187	2.18083158
1188	2.180103245
1189	2.17958905
1190	2.179157907
1191	2.178774342
1192	2.17802435
1193	2.177469527
1194	2.176991306
1195	2.176475419
1196	2.176329388
1197	2.175660694
1198	2.17511194
1199	2.17473805
1200	2.174104129
1201	2.173578733
1202	2.173123808
1203	2.172728606
1204	2.172166525
1205	2.171716606
1206	2.171493557
1207	2.170945123
1208	2.170370117
1209	2.169868559
1210	2.169642842
1211	2.169181668
1212	2.168586547
1213	2.167942829
1214	2.167611718
1215	2.167343241
1216	2.166725195
1217	2.166484557
1218	2.166001541
1219	2.165773548
1220	2.165297453
1221	2.164949639
1222	2.164722589
1223	2.164124075
1224	2.163635117
1225	2.163211128
1226	2.162757453
1227	2.162367869
1228	2.162003857
1229	2.161395636
1230	2.160918124
1231	2.160560463
1232	2.160455245
1233	2.160046025
1234	2.159691265
1235	2.159337569
1236	2.158921545
1237	2.158592579
1238	2.158046964
1239	2.157234964
1240	2.156885541
1241	2.156364004
1242	2.155836928
1243	2.155285753
1244	2.155016731
1245	2.15436684
1246	2.153556525
1247	2.153242547
1248	2.152745682
1249	2.152447604
1250	2.152108547
1251	2.151961793
1252	2.151308908
1253	2.150788765
1254	2.150254103
1255	2.14993657
1256	2.149652834
1257	2.149066059
1258	2.148428436
1259	2.148110371
1260	2.147580256
1261	2.14689548
1262	2.146396839
1263	2.146027703
1264	2.145646967
1265	2.145211773
1266	2.144885567
1267	2.144475
1268	2.143695221
1269	2.143164619
1270	2.14260615
1271	2.141980417
1272	2.141519258
1273	2.141065865
1274	2.140653832
1275	2.140275928
1276	2.139923324
1277	2.139345593
1278	2.139119097
1279	2.138684003
1280	2.137916827
1281	2.137700426
1282	2.137363158
1283	2.136812407
1284	2.13650402
1285	2.136093925
1286	2.135364006
1287	2.135245486
1288	2.135014182
1289	2.134638449
1290	2.134356748
1291	2.13387117
1292	2.13342179
1293	2.133132251
1294	2.132545365
1295	2.13212991
1296	2.1315224
1297	2.131086908
1298	2.130713699
1299	2.130085828
1300	2.129413164
1301	2.128908239
1302	2.128234295
1303	2.127943815
1304	2.127279975
1305	2.126562851
1306	2.126203787
1307	2.125517567
1308	2.125240416
1309	2.124850017
1310	2.124415663
1311	2.124004141
1312	2.123559055
1313	2.123002648
1314	2.122528598
1315	2.122061746
1316	2.121650241
1317	2.121053513
1318	2.120248842
1319	2.119851037
1320	2.119478647
1321	2.118725739
1322	2.118530654
1323	2.118177557
1324	2.117793085
1325	2.117274973
1326	2.116694421
1327	2.115921875
1328	2.11565336
1329	2.115239536
1330	2.114754046
1331	2.11435533
1332	2.114116991
1333	2.113361944
1334	2.113254279
1335	2.112974759
1336	2.112544874
1337	2.111886372
1338	2.111377728
1339	2.110868658
1340	2.110209208
1341	2.110031292
1342	2.109622056
1343	2.108913197
1344	2.108313618
1345	2.10778577
1346	2.107109227
1347	2.106622519
1348	2.10625896
1349	2.105849951
1350	2.105676187
1351	2.105014869
1352	2.104653606
1353	2.104425247
1354	2.104013618
1355	2.103541539
1356	2.103360915
1357	2.102898239
1358	2.102311622
1359	2.101856552
1360	2.10142959
1361	2.100984463
1362	2.100626328
1363	2.100116779
1364	2.099618355
1365	2.098824981
1366	2.098450408
1367	2.097901116
1368	2.097452386
1369	2.097024523
1370	2.096273135
1371	2.095691612
1372	2.095562392
1373	2.094832423
1374	2.094731431
1375	2.094581345
1376	2.094103531
1377	2.093417882
1378	2.092815841
1379	2.092533597
1380	2.092059776
1381	2.091718571
1382	2.09131368
1383	2.090745269
1384	2.090193876
1385	2.08959826
1386	2.089105021
1387	2.088635291
1388	2.087916125
1389	2.087341774
1390	2.086966163
1391	2.086755378
1392	2.086331431
1393	2.086072459
1394	2.085761002
1395	2.085116089
1396	2.084561821
1397	2.08438609
1398	2.083784973
1399	2.083382559
1400	2.082740997
1401	2.082402641
1402	2.082149484
1403	2.081691155
1404	2.08157958
1405	2.081183696
1406	2.080870188
1407	2.08022844
1408	2.079678581
1409	2.079454104
1410	2.079044746
1411	2.078413225
1412	2.077714117
1413	2.07734864
1414	2.07688949
1415	2.076612225
1416	2.076263374
1417	2.075781214
1418	2.075089844
1419	2.07472251
1420	2.074176908
1421	2.073867889
1422	2.073370329
1423	2.072924472
1424	2.0723871
1425	2.071889152
1426	2.071663932
1427	2.071127743
1428	2.070862183
1429	2.070367118
1430	2.069865397
1431	2.06947634
1432	2.069129496
1433	2.068490121
1434	2.068037319
1435	2.067369213
1436	2.067032543
1437	2.066564409
1438	2.066156596
1439	2.065926548
1440	2.06568589
1441	2.065263497
1442	2.064787389
1443	2.064527682
1444	2.063972623
1445	2.063460196
1446	2.062942196
1447	2.062757471
1448	2.062322624
1449	2.061821225
1450	2.061347012
1451	2.060847853
1452	2.060622232
1453	2.060282279
1454	2.059738441
1455	2.059340007
1456	2.059077963
1457	2.05859835
1458	2.057987061
1459	2.057478765
1460	2.057000763
1461	2.056459326
1462	2.056158429
1463	2.05590802
1464	2.055213244
1465	2.054606546
1466	2.054074553
1467	2.053499112
1468	2.053336752
1469	2.053083944
1470	2.052531957
1471	2.051884098
1472	2.051415747
1473	2.051017574
1474	2.050600068
1475	2.050150937
1476	2.050030386
1477	2.049657553
1478	2.049115486
1479	2.048378274
1480	2.048135995
1481	2.047268545
1482	2.046731662
1483	2.045943503
1484	2.045354983
1485	2.044976218
1486	2.044556477
1487	2.043867764
1488	2.04337824
1489	2.043080848
1490	2.042803838
1491	2.042280573
1492	2.041983119
1493	2.041521948
1494	2.041376693
1495	2.040827991
1496	2.040366799
1497	2.040070708
1498	2.039636756
1499	2.039211421
